name,address,city,state,zip,phone,has_website,website_url,google_rating,review_count,trade,status,notes,last_contacted
"Hawkins Electrical Services LLC","107 W Market St, Laurel, IA 50141, USA","Laurel","IA","50141","(641) 476-4400","YES","https://www.hawkinselectricalservice.com/","N/A","0","electrician","NEW","",""
"Troy's Electric","406 N Webster St, Le Grand, IA 50142, USA","Le Grand","IA","50142","(641) 751-0160","NO","","3.5","2","electrician","NEW","",""
"Dietz Electric LLC","1231 Lois Ln, Waterloo, IA 50702, USA","Waterloo","IA","50702","(319) 243-0843","YES","https://myguyelectric.com/","4.8","25","electrician","NEW","",""
"Brighter Light Electrical Services","1077 200th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 298-1736","NO","","5","3","electrician","NEW","",""
"Haupert Electric","219 Nature Rd, Boone, IA 50036, USA","Boone","IA","50036","(515) 298-4275","YES","http://www.haupertelectric.com/","4.7","15","electrician","NEW","",""
"Enterprise Electric Inc.","825 Harrison St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-7162","YES","http://enterpriseelectricbooneia.com/","3.4","5","electrician","NEW","",""
"Brown Electric, Inc.","1717 Industrial Park Rd, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-0575","YES","http://brownelectriciowa.com/","2.9","14","electrician","NEW","",""
"Moeller Electric","203 Co Hwy R 27, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-2505","NO","","2.2","5","electrician","NEW","",""
"Moeller Electric","907 22nd St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-2505","NO","","N/A","0","electrician","NEW","",""
"Gritters Electric, Inc.","210 SE 14th St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-3816","YES","http://gritterselectric.com/","4.6","22","electrician","NEW","",""
"CenterPoint Electric","810 Roosevelt Rd, Pella, IA 50219, USA","Pella","IA","50219","(641) 206-7734","YES","http://centerpoint-electric.com/","5","3","electrician","NEW","",""
"Roorda Electric","606 E 1st St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-2514","NO","","5","1","electrician","NEW","",""
"De Vries Electric Inc","2121 Old Hwy 163, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-1416","YES","http://www.devrieselectric.com/","4","5","electrician","NEW","",""
"Copper Electric Company","15 E Vermeer Rd, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-2828","NO","","3.1","7","electrician","NEW","",""
"Eagle Electric Inc","760 218th Pl, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-9090","NO","","3","6","electrician","NEW","",""
"Brummel Electric LLC","2082 Indian Way, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 638-0116","YES","https://bbelectriciowa.com/","5","22","electrician","NEW","",""
"Dutch Master Co.","Country Side Ln, Pella, IA 50219, USA","Pella","IA","50219","(641) 780-2623","YES","http://dutchmasterco.com/","5","1","electrician","NEW","",""
"City Electric","1875 Washington St, Pella, IA 50219, USA","Pella","IA","50219","(641) 628-9285","YES","https://www.cityelectricsupply.com/","N/A","0","electrician","NEW","",""
"Besco Electric LLC","205 A Ave E, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-5259","YES","https://bescoelectricllc.wixsite.com/my-site-2","4.7","9","electrician","NEW","",""
"De Bruin Electric","1001-1199 2nd Ave E, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-9820","YES","https://usmapol.org/details/de-bruin-electric-ChIJKdf","5","4","electrician","NEW","",""
"De Bruin Electric Inc","2378 IA-92, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-9820","NO","","4.5","4","electrician","NEW","",""
"Overbergen Electric","1983 IA-163, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-6822","NO","","3.8","4","electrician","NEW","",""
"K & D Electric","405 N L St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-1900","NO","","N/A","0","electrician","NEW","",""
"Advanced Electrical","Garfield St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 842-2696","YES","https://www.iowa-electrical.com/electrician-in-knoxville/","3","1","electrician","NEW","",""
"Grounding Electric LLC","614 W Pleasant St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 316-0160","NO","","5","3","electrician","NEW","",""
"Ardent Lighting Group LLC","1378 118th Pl, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 842-5969","YES","http://www.ardentlightinggroup.com/","4.5","4","electrician","NEW","",""
"Van Donsler Electric & Auction","606 E Robinson St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 842-3055","NO","","2.5","4","electrician","NEW","",""
"Elite Electric & Utility Contractors","1403 Sugar Grove Ave, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 992-3222","NO","","3.5","14","electrician","NEW","",""
"Destiny Electric","1125 Prairie St, Adel, IA 50003, USA","Adel","IA","50003","(515) 669-1750","NO","","N/A","0","electrician","NEW","",""
"Concept Electric LLC","801 N 9th Ave, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 250-7462","NO","","5","68","electrician","NEW","",""
"Brice Electric Inc","Nevada, IA 50201, USA","Nevada","IA","50201","(515) 232-6834","YES","https://www.iowa-electrical.com/electrician-in-nevada/","N/A","0","electrician","NEW","",""
"Black Dog Electric","58035 IA-210, Cambridge, IA 50046, USA","Cambridge","IA","50046","(515) 766-1403","YES","https://usmapol.org/details/black-dog-electric-ChIJjQV","4.2","5","electrician","NEW","",""
"Cousins Electric","1619 Quarry Trail, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 333-6529","NO","","N/A","0","electrician","NEW","",""
"Bill Jensen Heating & Cooling, LLC","2505 Millstream Ave, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 205-1571","YES","http://www.bill-jensen.com/","4.4","14","electrician","NEW","",""
"Berry Electric","2465 Hiatt Apple Trail, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 468-0463","NO","","N/A","0","electrician","NEW","",""
"Ankeny Auto Electric","16192 NW 44th St, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 964-9095","NO","","4.7","41","electrician","NEW","",""
"M & S Electric LLC","2315 W 140th St S, Mitchellville, IA 50169, USA","Mitchellville","IA","50169","(515) 402-6008","YES","https://www.iowa-electrical.com/electrician-in-mitchellville/","5","1","electrician","NEW","",""
"Electri-Tek LLC","28471 302nd St, Garber, IA 52048, USA","Garber","IA","52048","(563) 255-2849","NO","","5","1","electrician","NEW","",""
"Scott Becker Electric Inc.","307 S Main St, Danville, IA 52623, USA","Danville","IA","52623","(319) 759-4361","YES","https://scottbeckerelectricinc.com/","5","3","electrician","NEW","",""
"TS Electric LLC","908 W, E Main St, Lake City, IA 51449, USA","Lake City","IA","51449","(712) 464-8174","NO","","5","3","electrician","NEW","",""
"P & P Electric","120 E 2nd St, Webster City, IA 50595, USA","Webster City","IA","50595","(515) 832-2225","YES","https://pandpelectric.kohlergeneratordealer.com/","4.6","10","electrician","NEW","",""
"True Comfort Heating, Cooling and Plumbing","505 Sheridan Ave, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 206-6899","YES","https://www.truecomfortiowa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","5","1017","hvac","NEW","",""
"Des Moines Heating & Cooling, LLC","1034 Army Post Rd, Des Moines, IA 50315, USA","Des Moines","IA","50315","(515) 282-7086","YES","https://www.desmoinesheatingandcooling.com/","4.9","692","hvac","NEW","",""
"Midwest Comfort Heating & Cooling","1567 Ohio St, Des Moines, IA 50314, USA","Des Moines","IA","50314","(515) 277-6327","YES","https://www.midwestcomfortiowa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","4.9","836","hvac","NEW","",""
"Bell Brothers Heating, Cooling & Plumbing","2822 6th Ave, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 318-5856","YES","https://bellbrothers.com/?utm_source=GMB&utm_medium=local","4.9","3861","hvac","NEW","",""
"Lozier Heating & Cooling","536 S 19th St, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 267-1000","YES","https://www.lozierheatingcooling.com/?utm_medium=organic&utm_source=gbp&utm_campaign=local","4.9","1607","hvac","NEW","",""
"Metro Heating & Cooling","3517 Hubbell Ave, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 585-1123","YES","https://metrohci.com/","4.8","332","hvac","NEW","",""
"Lenz Heating & Cooling","7641 Douglas Ave, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 225-6446","YES","https://lenzmechanical.com/?utm_source=explorehvac&utm_medium=localseo&utm_campaign=lenzheatingandcooling","4.9","1837","hvac","NEW","",""
"Kohles & Bach Heating & Cooling","5185 NW Beaver Dr, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 207-6569","YES","https://www.kohlesandbach.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile","4.9","2364","hvac","NEW","",""
"Des Moines Comfort","2703 E Grand Ave, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 266-4660","YES","http://www.desmoinescomfort.com/","5","1034","hvac","NEW","",""
"Modern Heating & Air","675 NE 45th Pl, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 635-5525","YES","http://www.modernhvacservices.com/","5","919","hvac","NEW","",""
"Service Legends Heating & Cooling, Plumbing & Electrical","6365 NE 14th St BLDG B, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 657-6634","YES","https://www.servicelegends.com/","4.9","5430","hvac","NEW","",""
"Heartland Heating & Cooling","3155 SE Miehe Dr Suite 1, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 986-5007","YES","https://www.heartlandheating.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile","4.8","361","hvac","NEW","",""
"Holt Plumbing & Heating, Inc.","1202 Thomas Beck Rd Suite 101, Des Moines, IA 50315, USA","Des Moines","IA","50315","(515) 992-2250","YES","https://holtplumbingandheating.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*229*holt-plumbing-heating-west-des-moines","4.8","3492","hvac","NEW","",""
"Advanced Problem Solutions","5727 NE 16th St Suite B, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 316-2867","YES","https://www.aps-iowa.com/","5","112","hvac","NEW","",""
"Total Comfort Group","30033 Zippy Dr, Dallas Center, IA 50063, USA","Dallas Center","IA","50063","(515) 471-3333","YES","https://tcgiowa.com/","4.8","583","hvac","NEW","",""
"Wyckoff Heating and Cooling","95 IA-5, Carlisle, IA 50047, USA","Carlisle","IA","50047","(515) 285-3111","YES","https://wyckoffcomfort.com/","4.7","451","hvac","NEW","",""
"Obsidian Heating and Cooling","1523 E Madison Ave, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 599-8488","YES","https://www.obsidianheatingandcooling.com/","5","579","hvac","NEW","",""
"Bryant Iowa Heating & Cooling","128 SE Shurfine Dr, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 963-5311","YES","https://www.bryantiowahc.com/","4.8","209","hvac","NEW","",""
"City Wide Heating & Air Conditioning Inc.","1300 73rd St, Windsor Heights, IA 50324, USA","Windsor Heights","IA","50324","(515) 274-9361","YES","http://www.citywideheatingandair.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing","4.1","103","hvac","NEW","",""
"Des Moines Heating & Cooling","625 Des Moines St, Des Moines, IA 50309, USA","Des Moines","IA","50309","(515) 304-9314","NO","","4.7","18","hvac","NEW","",""
"Northway's Heating & Cooling","500 E Livingston Ave, Des Moines, IA 50315, USA","Des Moines","IA","50315","(515) 266-3983","YES","http://www.northwaysheating.com/","5","466","hvac","NEW","",""
"Veteran Heating and Cooling LLC","3000 SE Destination Dr #11, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 777-5864","YES","https://veteranphc.com/","4.9","254","hvac","NEW","",""
"Dorrian Heating & Cooling Inc","3260 Ute Ave, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 987-4310","YES","https://dorrianheating.com/?utm_source=gbp&utm_medium=organic","4.7","131","hvac","NEW","",""
"Aspen Aire Inc.","807 SW Des Moines St UNIT 103, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 257-8370","YES","https://aspenaireinc.com/","4.6","229","hvac","NEW","",""
"Baxter Heating & Air","6864 NE 14th St Suite 5A, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 203-3111","YES","https://www.baxterheatingandair.com/webapp/p/615/ac-water-heater-and-furnace-repair-in-ankeny-ia","5","3","hvac","NEW","",""
"Scott's Heating, Cooling, Plumbing","5741 NE 22nd St Suite 400, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 231-7176","YES","http://scottshvacplumbing.com/","4.5","23","hvac","NEW","",""
"One Hour Heating & Air Conditioning® of Ames","409 S Bell Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 303-3782","YES","https://www.onehourheatandair.com/ames/","4.9","675","hvac","NEW","",""
"Ames Heating & Cooling Inc","1503 Florida Ave, Ames, IA 50014, USA","Ames","IA","50014","(515) 292-3322","YES","http://amesheatandcool.com/","4.3","62","hvac","NEW","",""
"Haselhoff Air Solutions","335 Bell Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 450-8739","YES","https://hasairsolutions.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile","4.8","29","hvac","NEW","",""
"AKD Plumbing, Boilers & HVAC","623 S Dayton Ave D, Ames, IA 50010, USA","Ames","IA","50010","(515) 233-0262","YES","https://akdplumbing.com/","4.9","133","hvac","NEW","",""
"Converse Conditioned Air","3116 S Duff Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 233-9812","YES","https://www.ccahvac.com/contact","4.7","35","hvac","NEW","",""
"Harvest Heating And Air Conditioning","623 S Dayton Ave C, Ames, IA 50010, USA","Ames","IA","50010","(515) 233-4635","NO","","N/A","0","hvac","NEW","",""
"Johnstone Supply","2701 Ford St, Ames, IA 50010, USA","Ames","IA","50010","(515) 233-5596","YES","https://www.johnstonesupply.com/store397","4.8","4","hvac","NEW","",""
"Morvex HVAC Expert","524 5th St, Ames, IA 50010, USA","Ames","IA","50010","(515) 956-3556","NO","","N/A","0","hvac","NEW","",""
"Mechanical Comfort Inc","302 Sondrol Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 232-2105","YES","http://www.mci-hvacr.com/","4.6","9","hvac","NEW","",""
"Zarnyx HVAC Technician","326 5th St, Ames, IA 50010, USA","Ames","IA","50010","(515) 956-3556","NO","","N/A","0","hvac","NEW","",""
"Korlyn HVAC Technician","511 Kellogg Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 956-3556","NO","","N/A","0","hvac","NEW","",""
"Zorvex HVAC Technician","430 5th St, Ames, IA 50010, USA","Ames","IA","50010","","NO","","N/A","0","hvac","NEW","",""
"Heating & Air Conditioning Service","28126 US-69, Ames, IA 50010, USA","Ames","IA","50010","(515) 425-0009","NO","","4.7","37","hvac","NEW","",""
"Baxter Heating & Air","120 S Main St, Baxter, IA 50028, USA","Baxter","IA","50028","(641) 328-8797","YES","https://www.baxterheatingandair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","5","460","hvac","NEW","",""
"Lekwa Heating & Cooling","56330 130th St, Story City, IA 50248, USA","Story City","IA","50248","(515) 733-4759","NO","","4.8","21","hvac","NEW","",""
"Dayton Heating & Air Conditioning","3509 104th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 278-1721","YES","https://daytonhvac.com/","4.9","411","hvac","NEW","",""
"After Shock Heating & Cooling","4661 121st St, Urbandale, IA 50323, USA","Urbandale","IA","50323","(515) 984-2665","YES","https://www.aftershockia.com/","4.2","5","hvac","NEW","",""
"Air Support Inc. Heating & Air Conditioning","5125 NW 55th Ave, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 777-0013","NO","","5","36","hvac","NEW","",""
"Johnstone Supply","11000 Justin Dr, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 253-0000","YES","https://www.johnstonesupply.com/store138","4.5","27","hvac","NEW","",""
"Greens Appliance, Heating & Cooling","3400 SE Crossroads Dr Suite 100, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 534-1329","YES","https://greensahc.com/","4.9","4076","hvac","NEW","",""
"Lenz Heating & Cooling","810 Interstate Pkwy Unit 141, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 676-4766","YES","https://lenzmechanical.com/?utm_source=explore&utm_medium=localseo&utm_campaign=gbp","5","130","hvac","NEW","",""
"Iowa's All Season Heating & Cooling","33532 Ute Ave, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 327-8892","YES","https://iowasallseason.com/","4.5","23","hvac","NEW","",""
"FHR Heating And Cooling","110-150 SE Baytree Dr, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 314-7555","NO","","5","1","hvac","NEW","",""
"Pure Air Dryer Vent Cleaners","1235 Locust St, Waukee, IA 50263, USA","Waukee","IA","50263","(641) 757-9590","YES","https://pureairdryerventcleaner.com/","5","247","hvac","NEW","",""
"Hoss Heating And Cooling, LLC","150 S Prairie View Dr, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 204-4730","YES","http://hossheatingandcoolingllc.com/","4.8","45","hvac","NEW","",""
"Kraken Heating and Cooling HVAC Systems","29221 340th Trail, Adel, IA 50003, USA","Adel","IA","50003","","NO","","5","3","hvac","NEW","",""
"American Mechanical","3105 SE Enterprise Dr Suite A, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 259-7273","YES","https://amermech.com/","4.4","7","hvac","NEW","",""
